Date,Headline,Classification,Positive,Negative,Neutral
20150322,gold / silver / copper futures weekly outlook march 23 27,negative,0.1,0.74,0.16
20150322,gold prices asia investors unsure fed timing,negative,0.03,0.97,0.0
20150322,grain futures weekly outlook march 23 27,neutral,0.02,0.39,0.59
20150322,natural gas futures weekly outlook march 23 27,negative,0.02,0.6,0.37
20150322,opec wont bear burden propping oil price saudi minister,negative,0.3,0.68,0.02
20150322,saudi oil minister denies conspiracy theory behind opec decision,positive,0.98,0.01,0.01
20150323,copper extends rally hit 11week high,positive,0.99,0.01,0.0
20150323,crude oil futures tumble 2 % bearish saudi comments,negative,0.06,0.94,0.0
20150323,crude oil futures turn higher dollar gives gains,positive,0.99,0.01,0.0
20150323,crude oil soars amid weaker dollar supply levels come scrutiny,negative,0.07,0.93,0.0
20150323,gold climbs 2week high fed rate hike uncertainty,positive,0.99,0.01,0.0
20150323,gold futures reach twoweek high amid modest gains euro,positive,0.98,0.02,0.0
20150323,gold holds $ 1180 greece fed rate outlook focus,neutral,0.01,0.01,0.97
20150323,gold prices tick higher early asia ahead hsbc china flash pmi,positive,0.99,0.01,0.0
20150323,icahn raises stake chesapeake energy 11 percent,negative,0.41,0.59,0.0
20150323,natural gas futures plunge 3 % winter draws end,negative,0.05,0.95,0.0
20150323,nymex crude flat asia investors eye flash china hsbc pmi api data,neutral,0.0,0.02,0.98
20150323,oil falls $ 55 saudi arabia sticks guns,negative,0.01,0.99,0.0
20150323,us refiners turn tanker trucks avoid dumbbell crudes,negative,0.14,0.85,0.0
20150323,us wheat jumps 5week high crop concerns dollar weakness,positive,0.99,0.01,0.0
20150324,brent slides us crude holds flat resilient dollar,neutral,0.0,0.04,0.96
20150324,copper futures fall 3month high china flash pmi data,negative,0.11,0.89,0.0
20150324,crude oil futures reverse higher upbeat euro zone pmis,positive,0.97,0.02,0.01
20150324,crude prices fall slightly strong cpi spurs dollar rally,negative,0.01,0.99,0.0
20150324,global demand help oil prices despite us glutsenior gulf opec delegate,positive,0.92,0.08,0.01
20150324,gold futures close higher fifth straight day amid strong cpi,positive,0.99,0.01,0.0
20150324,gold prices ease slightly early asia light regional data day,negative,0.01,0.99,0.0
20150324,gold remains positive territory us inflation data,positive,0.93,0.02,0.05
20150324,gold trades $ 1190 weaker dollar us data focus,negative,0.01,0.98,0.0
20150324,natural gas futures rebound 2 % northeast cold blast,positive,0.99,0.01,0.0
20150324,nymex crude gains asia api data shows drop distillate gasoline,positive,0.97,0.03,0.0
20150324,oil drops saudi output nears record china demand worries drag,negative,0.1,0.9,0.0
20150324,oil etf investors opec hold sway crude market,neutral,0.15,0.42,0.43
20150324,oil futures fluctuate choppy trade dollar focus,negative,0.04,0.96,0.0
20150324,us wheat drops 5week high crop conditions improve,negative,0.03,0.97,0.0
20150325,bolstered soft us goods orders gold reaches threeweek high,positive,0.97,0.03,0.0
20150325,copper rally pauses investors book profits,positive,0.94,0.05,0.01
20150325,crude oil prices surge geopolitical risks surrounding yemen mount,positive,0.99,0.01,0.0
20150325,gold firms near 2week high ahead us durable goods data,positive,0.99,0.01,0.0
20150325,gold hits session highs us durable goods data,positive,0.85,0.15,0.0
20150325,gold prices hold steady asia fed rate hike timing remains focus,neutral,0.01,0.0,0.99
20150325,natural gas futures slump modest withdrawal expectations,negative,0.02,0.98,0.0
20150325,nymex crude rebounds asia saudi arabia allies bomb yemen rebels,positive,0.98,0.02,0.0
20150325,nymex crude weaker early asia investors focused yemen,negative,0.01,0.99,0.0
20150325,oil 3 percent weak dollar speculative buying yemen,negative,0.03,0.97,0.0
20150325,us corn futures extend rally hit 4week high,positive,0.98,0.02,0.0
20150325,us oil futures edge lower ahead supply report,negative,0.03,0.97,0.0
20150325,wti oil highs bearish us supply data,negative,0.21,0.78,0.01
20150326,copper futures jump 2 % dollar extends losses,positive,0.99,0.01,0.0
20150326,fighting near strategic oil chokepoint yemen causes crude spike,positive,0.79,0.21,0.0
20150326,gold dips asia japan data shows mixed picture prices jobs,negative,0.01,0.99,0.0
20150326,gold firms $ 1210 yemen violence weaker dollar,negative,0.04,0.96,0.0
20150326,gold futures soar $ 1200 amid escalating conflict yemen,positive,0.98,0.01,0.0
20150326,gold rises 7th consecutive session yemen dollar focus,positive,0.99,0.01,0.0
20150326,natural gas futures 1 % first inventory build season,negative,0.01,0.99,0.0
20150326,nymex crude asia dips response rebels yemen weak japan data,negative,0.01,0.99,0.0
20150326,oil futures highs dollar fights back yemen focus,positive,0.75,0.25,0.0
20150326,oil futures soar 6 % saudi arabia strikes yemen,positive,0.66,0.34,0.0
20150326,us corn futures extend rally hit 21/2 month high,positive,0.98,0.02,0.0
20150327,crude posts one largest weekly gains since 11 despite fri drop,positive,0.95,0.05,0.0
20150327,gold futures decline us dollar strengthens,negative,0.04,0.96,0.0
20150327,gold futures dip ahead yellens speech san francisco fed,negative,0.01,0.99,0.0
20150327,oil iran deal eyed us crude best week four years,positive,0.87,0.12,0.0
20150329,crude oil futures weekly outlook march 30 april 3,neutral,0.02,0.44,0.55
20150329,gold / silver / copper futures weekly outlook march 30 april 3,negative,0.12,0.58,0.29
20150329,gold prices ease early asia yemen fed focus,negative,0.01,0.99,0.0
20150329,grain futures weekly outlook march 30 april 3,neutral,0.03,0.34,0.62
20150329,natural gas futures weekly outlook march 30 april 3,negative,0.04,0.57,0.39
20150329,nymex crude oil asia investors keep eye yemen,positive,0.51,0.26,0.23
20150330,china stimulus hopes support copper stronger dollar weighs,positive,0.98,0.02,0.0
20150330,crude despite late rally deadline iran nuclear deal nears,positive,0.55,0.44,0.01
20150330,crude oil turns higher markets monitor progress iran deal,positive,0.99,0.01,0.0
20150330,gold futures hit session lows us personal spending data,negative,0.03,0.97,0.0
20150330,gold futures plunge amid stronger dollar iran nuclear deadline looms,negative,0.04,0.96,0.0
20150330,gold moves $ 1200 stronger dollar,positive,0.98,0.02,0.0
20150330,gold prices edge higher early asia china iran focus,positive,0.99,0.01,0.0
20150330,natural gas futures trade near 7week low warmer outlook,negative,0.04,0.96,0.0
20150330,nymex crude weaker asia ahead api figures iran talks eyed,negative,0.03,0.96,0.0
20150330,oil iran races tuesday deadline nuclear deal,positive,0.8,0.19,0.01
20150330,oil futures 2 % markets eye iran deal,negative,0.31,0.69,0.01
20150330,reuters poll oil prices stabilize demand rises,positive,0.94,0.06,0.0
20150330,us wheat futures rise second day ahead usda planting report,positive,0.98,0.02,0.0
20150331,copper falls stronger dollar outweighs china policy change,positive,0.75,0.25,0.0
20150331,crude falls 2 % deadline extension considered iran talks,negative,0.01,0.99,0.0
20150331,crude oil futures tumble 2 % iran nuclear talks near conclusion,negative,0.3,0.7,0.0
20150331,gold falls slightly tuesday close lower second straight month,negative,0.01,0.99,0.0
20150331,gold holds flat copper prices higher ahead hsbc china pmi final,positive,0.98,0.01,0.01
20150331,gold poised 2nd straight monthly decline stronger dollar,negative,0.02,0.98,0.0
20150331,gold trades near $ 1180 track 2nd straight monthly loss,negative,0.07,0.93,0.0
20150331,gold copper gain asia better expected hsbc china march pmi,positive,0.99,0.01,0.0
20150331,natural gas futures fluctuate weather forecasts focus,negative,0.11,0.89,0.0
20150331,nymex crude falls asia better expected hsbc china pmi,negative,0.02,0.98,0.0
20150331,nymex crude oil gains asia api data shows product drawdowns,positive,0.92,0.08,0.0
20150331,oil drops $ 55 iran nuclear talks intensify,negative,0.03,0.97,0.0
20150331,oil futures 3rd straight session markets eye iran deal,positive,0.56,0.44,0.0
20150331,us wheat futures trade near 1week high ahead usda report,positive,0.71,0.29,0.0
20150401,cftc files suit kraft mondelez alleged wheat manipulation,positive,0.99,0.01,0.0
20150401,copper trades near 2week low china factory data,negative,0.02,0.98,0.0
20150401,crude prices surge iran talks continue fighting yemen escalates,positive,0.91,0.09,0.0
20150401,gold futures soar $ 1200 following soft us private sector data,positive,0.99,0.01,0.0
20150401,gold prices early asia focus turns us jobs report,negative,0.06,0.93,0.0
20150401,gold rallies $ 1190 adp miss,positive,0.98,0.01,0.01
20150401,gold trades flat ahead us adp jobs report,neutral,0.0,0.04,0.96
20150401,natural gas futures slump modest withdrawal expectations,negative,0.02,0.98,0.0
20150401,nymex crude falls sharply asia investors eye yemen iran talks,negative,0.01,0.99,0.0
20150401,oil futures 4th straight session markets eye iran talks,positive,0.77,0.22,0.0
20150401,oil prices edge lower iran talks extend beyond deadline,negative,0.02,0.98,0.0
20150401,us corn futures rebound plunging 4 % tuesday,positive,0.94,0.06,0.0
20150401,wti oil futures extend gains weekly us supply data,positive,0.89,0.11,0.01
20150402,copper trades flat ahead us employment data,neutral,0.0,0.03,0.97
20150402,framework iranian nuclear deal sends crude oil futures plunging,positive,0.86,0.14,0.0
20150402,gold extends losses upbeat jobless claims report,negative,0.02,0.97,0.0
20150402,gold holds $ 1200 us jobs data focus,negative,0.17,0.76,0.07
20150402,gold retreats ahead preliminary iranian deal us jobs report,negative,0.01,0.99,0.0
20150402,gold ticks higher thin asia trade iran deal us jobs eyed,negative,0.47,0.53,0.0
20150402,natural gas futures rally 2 % bullish storage data,positive,0.99,0.01,0.0
20150402,nymex crude asia details iran nuclear deal seep,positive,0.81,0.19,0.0
20150402,oil 2 % investors await outcome iran nuclear talks,positive,0.72,0.21,0.07
20150402,oil eases $ 57 iran big powers negotiate,negative,0.02,0.98,0.0
20150402,oil futures edge lower wednesdays rally iran talks eyed,negative,0.01,0.99,0.0
20150402,us grain futures mostly lower ahead easter holiday,positive,0.57,0.42,0.01
20150405,crude oil futures weekly outlook april 6 10,negative,0.01,0.6,0.39
20150405,gold / silver / copper futures weekly outlook april 6 10,negative,0.17,0.7,0.13
20150405,gold gain early asia us jobs data disappoints trade thin,negative,0.33,0.66,0.0
20150405,grain futures weekly outlook april 6 10,negative,0.03,0.72,0.25
20150405,natural gas futures weekly outlook april 6 10,negative,0.03,0.85,0.12
20150405,nymex crude oil gains early asia iran us jobs data focus,positive,0.99,0.01,0.0
20150406,copper futures surge 3 % hopes delayed us rate hike,positive,0.99,0.01,0.0
20150406,crude oil futures surge amid increased saudi prices reduced us output,positive,0.85,0.15,0.0
20150406,gold extends gains hit fresh 7week high fed rate hike outlook,positive,0.98,0.01,0.0
20150406,gold prices ease asia focus greece talks fed views growth,negative,0.05,0.95,0.0
20150406,gold rallies $ 20 investors react us jobs report,positive,0.96,0.03,0.0
20150406,gold soars response poor us jobs report weaker dollar,negative,0.21,0.79,0.0
20150406,natural gas futures fall 2 % warmer outlook,negative,0.02,0.98,0.0
20150406,nymex crude weaker asia ahead api figures iran deal eyed,negative,0.05,0.95,0.0
20150406,oil futures rally $ 1 investors assess iran deal,positive,0.99,0.01,0.0
20150406,wheat futures trade close 7week peak us weather concerns,negative,0.03,0.96,0.01
20150406,wti oil futures surge 3 % hopes reduced us output,positive,0.95,0.05,0.0
20150407,copper futures rise supply disruption concerns focus,positive,0.96,0.04,0.0
20150407,crude oil futures surge building mondays significant gains,negative,0.37,0.63,0.0
20150407,gold futures decline dollar pushes higher,negative,0.04,0.96,0.0
20150407,gold prices ease asia us economic data prospects focus,negative,0.3,0.7,0.0
20150407,gold retreats 7week high dollar rebounds,negative,0.01,0.99,0.0
20150407,gold retreats near sevenweek high amid stronger dollar low yields,negative,0.01,0.99,0.0
20150407,natural gas futures inch higher weather outlook focus,positive,0.97,0.02,0.0
20150407,nymex crude falls sharply asia api data shows 122 mln/b build,negative,0.01,0.99,0.0
20150407,oil prices fall iran china discuss supplies,negative,0.01,0.99,0.0
20150407,us oil futures give back 1 % rallying 6 % monday,positive,0.99,0.01,0.0
20150407,us oil futures turn higher ahead api supply report,positive,0.97,0.03,0.0
20150407,wheat futures decline 2nd day us weather improves,negative,0.34,0.65,0.0
20150408,copper edges higher chile cuts supply forecast,positive,0.57,0.43,0.0
20150408,crude oil plunges following record buildup increasing supply concerns,negative,0.01,0.99,0.0
20150408,gold futures edge lower fed minutes loom,negative,0.01,0.98,0.0
20150408,gold moves slightly lower advance release feds monthly minutes,negative,0.01,0.99,0.0
20150408,gold prices ease asia investors eye fed,negative,0.27,0.72,0.01
20150408,gold trades $ 1200 ahead fomc minutes,positive,0.86,0.13,0.01
20150408,learning mandarin tundra russia invites china oil business,negative,0.16,0.84,0.0
20150408,natural gas futures fall expectations bearish supply report,negative,0.05,0.95,0.0
20150408,nymex crude rebounds asia bearish signals dominate market,positive,0.99,0.01,0.0
20150408,oil falls us stock build record saudi output,negative,0.25,0.75,0.0
20150408,shells bg purchase could catalyst needed us shale deals,positive,0.52,0.48,0.0
20150408,us oil futures tumble 2 % ahead weekly inventory data,negative,0.13,0.87,0.0
20150408,us soybeans fall 1week low amid ample global supplies,negative,0.01,0.99,0.0
20150408,wti oil futures extend losses weekly us supply data,negative,0.02,0.98,0.0
20150409,crude oil futures rebound massive selloff one day earlier,positive,0.93,0.07,0.0
20150409,gold continues retreat traders digest relatively hawkish fed minutes,negative,0.1,0.88,0.01
20150409,gold moves lower us midyear rate hike bets,positive,0.67,0.33,0.0
20150409,gold prices rise asia physical demand prospects,positive,0.99,0.01,0.0
20150409,nymex crude falls asia investors look ahead us rig count data,negative,0.02,0.98,0.0
20150410,crude oil futures rise amid sharpest us rig reduction four weeks,positive,0.94,0.05,0.0
20150410,gold futures little changed fed minutes still weigh,neutral,0.02,0.02,0.96
20150410,gold surges cap volatile week traders look ahead key econ data,positive,0.99,0.01,0.0
20150410,new us offshore oil drilling rule planned new york times,negative,0.01,0.99,0.0
20150410,oil slips $ 57 still heads weekly gain,negative,0.01,0.99,0.0
20150412,crude oil futures weekly outlook april 13 17,negative,0.01,0.57,0.42
20150412,gold / silver / copper futures weekly outlook april 13 17,negative,0.16,0.67,0.18
20150412,gold flat weaker early asia investors look japan china data,neutral,0.01,0.06,0.94
20150412,gold prices asia despite disappointing china trade data,positive,0.72,0.17,0.11
20150412,grain futures weekly outlook april 13 17,negative,0.05,0.71,0.24
20150412,iea sees sharp rise iran oil output 35 years post nuclear deal,negative,0.0,1.0,0.0
20150412,natural gas futures weekly outlook april 13 17,negative,0.04,0.8,0.16
20150412,nymex crude gains asia shrugging poor china trade data,positive,0.99,0.01,0.0
20150412,nymex crude weaker ahead china trade data,negative,0.01,0.99,0.0
20150413,copper edges higher weak china trade data spurs stimulus bets,positive,0.99,0.01,0.0
20150413,crude oil edges record supply yemen remain focus,negative,0.27,0.73,0.0
20150413,crude oil futures rally $ 1 china stimulus bets fuel risk appetite,positive,0.99,0.01,0.0
20150413,exclusive conocophillips launch us asset sales sources,negative,0.06,0.94,0.0
20150413,gold falls $ 1200 ounce dollar continues appreciate,negative,0.01,0.99,0.0
20150413,gold futures slip dollar strengthens us data focus,negative,0.01,0.99,0.0
20150413,gold inches lower investors look ahead us data week,negative,0.03,0.97,0.0
20150413,gold prices slightly early asia market eyeing us data,negative,0.15,0.53,0.32
20150413,natural gas futures trade near 3year low warmer outlook,negative,0.04,0.96,0.0
20150413,nymex crude edges higher asia ahead api supply data,positive,0.99,0.01,0.0
20150413,oil companies profits hit quest crude price exposure,negative,0.35,0.65,0.0
20150413,oil futures push higher amid bullish momentum,positive,0.99,0.01,0.0
20150413,oil pares early gains supply glut continues weigh,negative,0.16,0.84,0.0
20150413,opec publication urges nonmembers help stabilize oil market,positive,0.81,0.18,0.01
20150413,wheat futures tumble 2 % us weather improves,negative,0.02,0.97,0.0
20150414,copper dips china q1 data disappoints retail industrial output,positive,0.75,0.25,0.0
20150414,copper drops 3week low ahead china gdp report,negative,0.01,0.99,0.0
20150414,copper prices ease asia ahead china q1 gdp industrial output,negative,0.11,0.88,0.0
20150414,crude futures surge erasing 15 losses fighting escalates yemen,positive,0.99,0.01,0.0
20150414,crude oil futures rally weaker dollar api data ahead,positive,0.99,0.01,0.0
20150414,gold falls second consecutive day amid mixed us economic data,negative,0.01,0.99,0.0
20150414,gold futures lows us retail sales ppi data,negative,0.37,0.63,0.0
20150414,gold moves $ 1200 ahead us retail sales data,positive,0.96,0.04,0.0
20150414,natural gas futures bounce 3year low bargain buying,positive,0.59,0.4,0.01
20150414,nymex crude continues gains early asia yemen mixed api data,positive,0.99,0.01,0.0
20150414,nymex crude asia china q1 data flurry gdp supports,positive,0.62,0.37,0.01
20150414,oil $ 58 us shale report mideast tension,negative,0.13,0.87,0.0
20150414,us crude oil output soar till 2020 despite price rout eia,negative,0.0,1.0,0.0
20150414,wheat futures extend losses hit 4week low us rainfall,negative,0.03,0.97,0.0
20150414,wti oil futures rise $ 52 hopes reduced us output,positive,0.89,0.11,0.0
20150415,bullish supply data pushes wti crude highest level since christmas,positive,0.99,0.01,0.0
20150415,copper fluctuates choppy trade china gdp spurs stimulus bets,positive,0.98,0.02,0.0
20150415,gold edges lower us dollar regains ground,positive,0.75,0.24,0.01
20150415,gold futures rise modestly amid mounting concern greek default,positive,0.99,0.01,0.0
20150415,gold futures turn higher disappointing empire state data,positive,0.99,0.01,0.0
20150415,gold prices rebound slightly asia greece debt impasse focus,positive,0.99,0.01,0.0
20150415,natural gas futures rise ahead weekly storage data,positive,0.99,0.01,0.0
20150415,nymex crude falls early asia profittaking overnight gains,negative,0.01,0.99,0.0
20150415,payout bp oil spill settlement tops $ 5 billion,positive,1.0,0.0,0.0
20150415,wheat futures fall fresh 4week low us rainfall,negative,0.08,0.92,0.0
20150415,wti oil futures rally $ 54 ahead weekly inventory data,positive,0.99,0.01,0.0
20150415,wti oil futures rally 4month high bullish supply data,positive,0.99,0.01,0.0
20150416,copper futures boosted china stimulus hopes,positive,0.98,0.02,0.0
20150416,crude oil futures edge lower wednesdays 6 % rally,negative,0.01,0.99,0.0
20150416,crude oil post modest gains amid forecasts slower us production,positive,0.84,0.16,0.0
20150416,gold hits session highs us data disappoints,positive,0.97,0.03,0.0
20150416,gold steady weaker early asia greece debt talks focus,neutral,0.0,0.02,0.98
20150416,gold trades $ 1200 us data greece focus,positive,0.98,0.02,0.0
20150416,increasing fears greek default send gold prices slightly lower,negative,0.01,0.99,0.0
20150416,natural gas futures tumble 2 % bearish storage data,negative,0.01,0.99,0.0
20150416,nymex crude weaker asia investors mull supply production curbs,negative,0.01,0.99,0.0
20150416,oil futures retreat highs saudi output surges,negative,0.05,0.95,0.0
20150416,wheat futures trade close 6week low us rainfall,negative,0.05,0.95,0.0
20150417,brent crude seesaws heads 10 percent weekly gain,negative,0.5,0.5,0.0
20150417,crude futures retreat reaching yearlyhighs earlier week,negative,0.04,0.96,0.0
20150417,gold futures edge higher weaker dollar,positive,0.99,0.01,0.0
20150417,gold posts slight gains amid greek debt concerns selloff china,positive,0.96,0.04,0.0
20150419,crude oil futures weekly outlook april 20 24,neutral,0.01,0.37,0.63
20150419,gold / silver / copper futures weekly outlook april 20 24,negative,0.1,0.7,0.2
20150419,gold prices flat asia reserve ratio cut china copper gains,negative,0.03,0.97,0.0
20150419,grain futures weekly outlook april 20 24,negative,0.02,0.59,0.39
20150419,natural gas futures weekly outlook april 20 24,negative,0.02,0.76,0.22
20150419,nymex crude gains asia china weekend reserve ratio cut,negative,0.27,0.73,0.0
20150420,bp says taking oil iraq payment,positive,0.57,0.36,0.07
20150420,copper futures climb 2week high china stimulus move,positive,0.99,0.01,0.0
20150420,corn futures rise 8day high us planting delays,positive,0.99,0.01,0.0
20150420,crude futures mixed amid tension yemen reduced us supply concern,negative,0.01,0.99,0.0
20150420,gold futures fall $ 1200 us dollar strength,negative,0.03,0.97,0.0
20150420,gold plunges amid continuing greek fears unexpected chinese stimulus,negative,0.01,0.99,0.0
20150420,gold prices gain slightly asia investors focus greece debt woes,positive,0.99,0.01,0.0
20150420,gold stays $ 1200 china stimulus greece focus,neutral,0.32,0.32,0.36
20150420,halliburton warns weakness north america international operations,negative,0.4,0.59,0.01
20150420,natural gas futures slump 3 % demand concerns,negative,0.07,0.93,0.0
20150420,nymex crude dips slightly early asia api data ahead yemen eyed,negative,0.01,0.99,0.0
20150420,oil futures turn lower saudi arabia comments stronger dollar,negative,0.03,0.97,0.0
20150420,oil drop us crude stockpiles saudi tensions,positive,0.97,0.03,0.0
20150420,us court hears chevrons fraud claims $ 95 billion ecuador dispute,positive,0.99,0.01,0.0
20150420,wti oil futures edge higher falling rig count china stimulus,positive,0.99,0.01,0.0
20150421,copper pressure china property concerns weigh,negative,0.09,0.91,0.0
20150421,corn futures drop us planting progress,positive,0.69,0.31,0.0
20150421,crude prices fall sharply ahead weekly supply reports,negative,0.01,0.99,0.0
20150421,gold edges $ 1200 ounce greek concerns remain focus,positive,0.94,0.06,0.0
20150421,gold flat weaker early asia attention set greece debt,negative,0.03,0.61,0.36
20150421,gold futures edge higher greece default fears focus,positive,0.99,0.01,0.0
20150421,gold stays $ 1200 stronger dollar weighs,positive,0.54,0.42,0.04
20150421,natural gas futures rebound power plant demand climbs,positive,0.98,0.02,0.0
20150421,nymex crude oil falls asia api data shows solid builds stocks,negative,0.01,0.98,0.0
20150421,us oil futures reverse losses ahead api supply report,negative,0.47,0.53,0.0
20150421,wti oil futures edge lower ahead us supply data,negative,0.02,0.98,0.0
20150422,copper hits 1week low amid china property jitters,negative,0.01,0.98,0.0
20150422,corn futures fall 1week low rapid us planting progress,negative,0.04,0.96,0.0
20150422,gold eases asia hsbc china flash pmi shows continued weakness,negative,0.01,0.99,0.0
20150422,gold fluctuates near $ 1200level greece focus,negative,0.04,0.96,0.0
20150422,gold plunges $ 1190 amid strong us housing data,negative,0.01,0.99,0.0
20150422,natural gas futures rise eyes weekly storage data,positive,0.99,0.01,0.0
20150422,nymex crude gains early asia investors watch yemen fighting,positive,0.99,0.01,0.0
20150422,oil futures drop rising us stockpiles easing yemen tensions,positive,0.64,0.36,0.0
20150422,oil prices dip $ 62 us stock build,negative,0.01,0.99,0.0
20150422,spread brent wti crude widens amid yemen supply concern,negative,0.03,0.97,0.0
20150423,gold futures edge lower china pmi weighs,negative,0.01,0.99,0.0
20150423,gold prices slightly early asia thin trade,negative,0.03,0.93,0.03
20150423,natural gas futures decline us storage data,positive,0.86,0.14,0.0
20150423,nymex crude falls early asia focus heavy supplies,negative,0.01,0.99,0.0
20150423,oil futures slip lower rising us stockpiles,negative,0.03,0.96,0.0
20150424,gold futures little changed us dollar recovers,positive,0.99,0.01,0.0
20150424,oil futures slip lower remain near 4month peak,negative,0.02,0.98,0.0
20150426,crude oil futures weekly outlook april 27 may 1,negative,0.02,0.7,0.28
20150426,gold / silver / copper futures weekly outlook april 27 may 1,negative,0.21,0.66,0.13
20150426,gold prices gain early asia rebound investors look ahead fed,positive,0.99,0.01,0.0
20150426,grain futures weekly outlook april 27 may 1,negative,0.05,0.72,0.23
20150426,natural gas futures weekly outlook april 27 may 1,negative,0.04,0.79,0.17
20150426,nymex crude slightly early asia yemen us data focus,positive,0.55,0.31,0.14
20150426,uk government would oppose takeover bp ft,negative,0.3,0.69,0.01
20150427,brent yemen focus us oil reduced output hopes,positive,0.51,0.49,0.0
20150427,brent oil futures trade near 5month high mideast violence,negative,0.38,0.62,0.01
20150427,copper rises 1week high china stimulus hopes,positive,0.99,0.01,0.0
20150427,corn futures fall 6th straight session us planting progress,negative,0.15,0.85,0.0
20150427,crude drops slightly slowing rally fighting yemen escalates,negative,0.01,0.99,0.0
20150427,gold futures rise 1 % focus turns fed meeting,positive,0.99,0.01,0.0
20150427,gold prices early asia ahead start fed meeting,positive,0.54,0.08,0.39
20150427,gold surges $ 30 ounce traders await hints fed,positive,0.99,0.01,0.0
20150427,gold trades near $ 1180 eyes fed,positive,0.9,0.08,0.02
20150427,natural gas futures tumble 3 % forecasts mild weather,negative,0.11,0.88,0.0
20150427,nymex crude oil weaker early asia us stockpiles yemen eyed,negative,0.01,0.99,0.0
20150428,copper dips slightly ahead fed china easing hopes support,negative,0.01,0.99,0.0
20150428,crude rallies erroneous report iranian sea conflict clarified,positive,0.94,0.06,0.0
20150428,gold dips holds near $ 1200 ahead fed meeting,negative,0.01,0.99,0.0
20150428,gold falls early asia ahead fed meet cautious tone seen,negative,0.01,0.99,0.0
20150428,gold jumps session highs us consumer confidence data,positive,0.99,0.01,0.01
20150428,gold reaches threeweek high ahead fed announcement wednesday,positive,0.99,0.01,0.0
20150428,natural gas futures bounce 3year low bargain buying,positive,0.59,0.4,0.01
20150428,nymex crude weaker early asia api crude build gasoline drop,negative,0.01,0.99,0.0
20150428,talks euus trade deal stretch 2016 eu says,positive,0.73,0.26,0.01
20150428,us oil futures reverse losses ahead api supply report,negative,0.47,0.53,0.0
20150428,wheat corn futures fall multimonth lows us planting progress,negative,0.08,0.91,0.0
20150428,wti oil futures 1 % ahead us supply data,negative,0.3,0.67,0.03
20150429,copper moves lower ahead us gdp data fed outcome,negative,0.01,0.99,0.0
20150429,corn futures trade near 6month low us planting progress,negative,0.42,0.58,0.0
20150429,gold falls investors wait us gdp report fed statement,negative,0.02,0.98,0.0
20150429,gold futures lows us gdp disappoints fed ahead,negative,0.03,0.97,0.0
20150429,gold prices dip asia despite fed vagueness rate hike timing,negative,0.01,0.99,0.0
20150429,gold slides $ 1210 ahead fed rate statement,negative,0.04,0.96,0.0
20150429,natural gas futures rise eyes weekly storage data,positive,0.99,0.01,0.0
20150429,nymex crude falls early asia investors look demand cues,negative,0.01,0.99,0.0
20150429,wti crude reaches highest level since december amid lower buildup,negative,0.25,0.74,0.0
20150429,wti oil futures extend gains weekly us supply data,positive,0.89,0.11,0.01
20150429,wti oil futures retreat ahead us weekly supply report,negative,0.06,0.94,0.0
20150430,bird flu probable iowa chicken broiler breeding farm,positive,0.99,0.01,0.0
20150430,copper rallies 5week high broadly weaker us dollar,positive,0.99,0.01,0.0
20150430,crude ends april 25 % opec supply level reaches twoyear high,negative,0.01,0.99,0.0
20150430,crude oil futures trade near 5month highs us supply outlook,negative,0.09,0.9,0.0
20150430,crude oil futures trim gains us dollar regains ground,negative,0.02,0.97,0.0
20150430,gold edges lower amid uncertainty fed rate hike,negative,0.01,0.98,0.0
20150430,gold gains asia investors see continued easy monetary policies,positive,0.94,0.05,0.01
20150430,gold plunges $ 30 ounce amid strong us jobs data,negative,0.01,0.99,0.0
20150430,gold tumbles $ 1190 upbeat us jobless claims report,negative,0.01,0.99,0.0
20150430,natural gas futures reverse losses bullish storage data,negative,0.05,0.95,0.0
20150430,nymex crude slightly despite uptick china official pmi,negative,0.17,0.77,0.05
20150430,us wheat corn futures move multimonth lows,negative,0.06,0.94,0.0
20150501,crude moves slightly lower amid us rig decrease iraqi export surge,negative,0.05,0.95,0.0
20150501,gold continues slump thinly traded session may day holiday,negative,0.01,0.99,0.0
20150501,saudi arabia restructure aramco separates oil ministry arabiya tv,negative,0.03,0.96,0.0
20150503,copper prices slump disappointing hsbc china pmi reading april,negative,0.01,0.99,0.0
20150503,copper prices weaker early asia ahead april hsbc china pmi,negative,0.01,0.99,0.0
20150503,crude oil futures weekly outlook may 4 8,negative,0.01,0.74,0.25
20150503,gold / silver / copper futures weekly outlook may 4 8,negative,0.11,0.77,0.12
20150503,grain futures weekly outlook may 4 8,negative,0.03,0.81,0.16
20150503,natural gas futures weekly outlook may 4 8,negative,0.03,0.92,0.06
20150503,nymex crude early asia april hsbc china pmi ahead,negative,0.49,0.5,0.01
20150503,nymex crude falls asia hsbc china april pmi comes weak,negative,0.01,0.99,0.0
20150504,copper falls 5month high dismal china pmi data,negative,0.01,0.99,0.0
20150504,crude oil holds near 5month highs weak china factory data,neutral,0.39,0.02,0.6
20150504,crude retreats yearly highs iran cushing remain focus,negative,0.01,0.99,0.0
20150504,gold bounces 6week low us dollar data focus,negative,0.28,0.72,0.0
20150504,gold ends threeday slump amid stronger dollar us factory orders,negative,0.03,0.97,0.0
20150504,gold futures rise 1 % dollar gives back gains,positive,0.99,0.01,0.0
20150504,gold prices gain asia holidaythinned trade rba decision due,positive,0.98,0.02,0.0
